,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2013,2013 Annual,Air Pollution,Alabama,40.0,10.7,0.21,,,AHR data,
1,2013,2013 Annual,Air Pollution,Alaska,2.0,5.4,-2.0,,,AHR data,
2,2013,2013 Annual,Air Pollution,Arizona,28.0,9.6,-0.37,,,AHR data,
3,2013,2013 Annual,Air Pollution,Arkansas,40.0,10.7,0.21,,,AHR data,
4,2013,2013 Annual,Air Pollution,California,50.0,15.1,2.0,,,AHR data,
5,2013,2013 Annual,Air Pollution,Colorado,6.0,6.7,-1.88,,,AHR data,
6,2013,2013 Annual,Air Pollution,Connecticut,20.0,9.0,-0.68,,,AHR data,
7,2013,2013 Annual,Air Pollution,Delaware,39.0,10.6,0.16,,,AHR data,
8,2013,2013 Annual,Air Pollution,Florida,11.0,7.6,-1.41,,,AHR data,
9,2013,2013 Annual,Air Pollution,Georgia,45.0,11.2,0.47,,,AHR data,
10,2013,2013 Annual,Air Pollution,Hawaii,22.0,9.1,-0.63,,,AHR data,
11,2013,2013 Annual,Air Pollution,Idaho,18.0,8.6,-0.89,,,AHR data,
12,2013,2013 Annual,Air Pollution,Illinois,47.0,11.7,0.73,,,AHR data,
13,2013,2013 Annual,Air Pollution,Indiana,49.0,12.6,1.2,,,AHR data,
14,2013,2013 Annual,Air Pollution,Iowa,34.0,9.9,-0.21,,,AHR data,
15,2013,2013 Annual,Air Pollution,Kansas,19.0,8.9,-0.73,,,AHR data,
16,2013,2013 Annual,Air Pollution,Kentucky,44.0,11.1,0.42,,,AHR data,
17,2013,2013 Annual,Air Pollution,Louisiana,28.0,9.6,-0.37,,,AHR data,
18,2013,2013 Annual,Air Pollution,Maine,10.0,7.5,-1.46,,,AHR data,
19,2013,2013 Annual,Air Pollution,Maryland,43.0,10.8,0.26,,,AHR data,
20,2013,2013 Annual,Air Pollution,Massachusetts,13.0,8.1,-1.15,,,AHR data,
21,2013,2013 Annual,Air Pollution,Michigan,25.0,9.3,-0.52,,,AHR data,
22,2013,2013 Annual,Air Pollution,Minnesota,13.0,8.1,-1.15,,,AHR data,
23,2013,2013 Annual,Air Pollution,Mississippi,33.0,9.8,-0.26,,,AHR data,
24,2013,2013 Annual,Air Pollution,Missouri,35.0,10.0,-0.16,,,AHR data,
25,2013,2013 Annual,Air Pollution,Montana,9.0,7.2,-1.62,,,AHR data,
26,2013,2013 Annual,Air Pollution,Nebraska,15.0,8.2,-1.1,,,AHR data,
27,2013,2013 Annual,Air Pollution,Nevada,22.0,9.1,-0.63,,,AHR data,
28,2013,2013 Annual,Air Pollution,New Hampshire,11.0,7.6,-1.41,,,AHR data,
29,2013,2013 Annual,Air Pollution,New Jersey,22.0,9.1,-0.63,,,AHR data,
30,2013,2013 Annual,Air Pollution,New Mexico,5.0,6.6,-1.93,,,AHR data,
31,2013,2013 Annual,Air Pollution,New York,20.0,9.0,-0.68,,,AHR data,
32,2013,2013 Annual,Air Pollution,North Carolina,28.0,9.6,-0.37,,,AHR data,
33,2013,2013 Annual,Air Pollution,North Dakota,3.0,5.6,-2.0,,,AHR data,
34,2013,2013 Annual,Air Pollution,Ohio,46.0,11.6,0.68,,,AHR data,
