,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2003,2003 Annual,Air Pollution,Alabama,45.0,15.6,0.79,,,AHR data,
1,2003,2003 Annual,Air Pollution,Alaska,4.0,6.3,-2.0,,,AHR data,
2,2003,2003 Annual,Air Pollution,Arizona,16.0,9.9,-1.09,,,AHR data,
3,2003,2003 Annual,Air Pollution,Arkansas,29.0,12.5,-0.23,,,AHR data,
4,2003,2003 Annual,Air Pollution,California,50.0,17.2,1.32,,,AHR data,
5,2003,2003 Annual,Air Pollution,Colorado,8.0,8.2,-1.65,,,AHR data,
6,2003,2003 Annual,Air Pollution,Connecticut,37.0,13.7,0.16,,,AHR data,
7,2003,2003 Annual,Air Pollution,Delaware,44.0,15.1,0.63,,,AHR data,
8,2003,2003 Annual,Air Pollution,Florida,14.0,9.8,-1.12,,,AHR data,
9,2003,2003 Annual,Air Pollution,Georgia,49.0,16.5,1.09,,,AHR data,
10,2003,2003 Annual,Air Pollution,Hawaii,2.0,5.3,-2.0,,,AHR data,
11,2003,2003 Annual,Air Pollution,Idaho,5.0,7.5,-1.88,,,AHR data,
12,2003,2003 Annual,Air Pollution,Illinois,45.0,15.6,0.79,,,AHR data,
13,2003,2003 Annual,Air Pollution,Indiana,42.0,14.7,0.49,,,AHR data,
14,2003,2003 Annual,Air Pollution,Iowa,22.0,11.0,-0.72,,,AHR data,
15,2003,2003 Annual,Air Pollution,Kansas,24.0,11.1,-0.69,,,AHR data,
16,2003,2003 Annual,Air Pollution,Kentucky,40.0,14.4,0.4,,,AHR data,
17,2003,2003 Annual,Air Pollution,Louisiana,28.0,12.1,-0.36,,,AHR data,
18,2003,2003 Annual,Air Pollution,Maine,19.0,10.5,-0.89,,,AHR data,
19,2003,2003 Annual,Air Pollution,Maryland,38.0,13.9,0.23,,,AHR data,
20,2003,2003 Annual,Air Pollution,Massachusetts,24.0,11.1,-0.69,,,AHR data,
21,2003,2003 Annual,Air Pollution,Michigan,39.0,14.0,0.26,,,AHR data,
22,2003,2003 Annual,Air Pollution,Minnesota,14.0,9.8,-1.12,,,AHR data,
23,2003,2003 Annual,Air Pollution,Mississippi,35.0,13.6,0.13,,,AHR data,
24,2003,2003 Annual,Air Pollution,Missouri,30.0,12.9,-0.1,,,AHR data,
25,2003,2003 Annual,Air Pollution,Montana,10.0,8.7,-1.48,,,AHR data,
26,2003,2003 Annual,Air Pollution,Nebraska,8.0,8.2,-1.65,,,AHR data,
27,2003,2003 Annual,Air Pollution,Nevada,12.0,9.5,-1.22,,,AHR data,
28,2003,2003 Annual,Air Pollution,New Hampshire,16.0,9.9,-1.09,,,AHR data,
29,2003,2003 Annual,Air Pollution,New Jersey,32.0,13.4,0.07,,,AHR data,
30,2003,2003 Annual,Air Pollution,New Mexico,6.0,7.9,-1.75,,,AHR data,
31,2003,2003 Annual,Air Pollution,New York,31.0,13.3,0.03,,,AHR data,
32,2003,2003 Annual,Air Pollution,North Carolina,35.0,13.6,0.13,,,AHR data,
33,2003,2003 Annual,Air Pollution,North Dakota,3.0,5.8,-2.0,,,AHR data,
34,2003,2003 Annual,Air Pollution,Ohio,47.0,15.7,0.82,,,AHR data,
35,2003,2003 Annual,Air Pollution,Oklahoma,20.0,10.6,-0.86,,,AHR data,
36,2003,2003 Annual,Air Pollution,Oregon,7.0,8.1,-1.68,,,AHR data,
37,2003,2003 Annual,Air Pollution,Pennsylvania,47.0,15.7,0.82,,,AHR data,
38,2003,2003 Annual,Air Pollution,Rhode Island,26.0,11.7,-0.49,,,AHR data,
39,2003,2003 Annual,Air Pollution,South Carolina,33.0,13.5,0.1,,,AHR data,
40,2003,2003 Annual,Air Pollution,South Dakota,11.0,9.3,-1.28,,,AHR data,
41,2003,2003 Annual,Air Pollution,Tennessee,43.0,14.9,0.56,,,AHR data,
42,2003,2003 Annual,Air Pollution,Texas,27.0,12.0,-0.4,,,AHR data,
43,2003,2003 Annual,Air Pollution,Utah,20.0,10.6,-0.86,,,AHR data,
44,2003,2003 Annual,Air Pollution,Vermont,13.0,9.6,-1.19,,,AHR data,
45,2003,2003 Annual,Air Pollution,Virginia,33.0,13.5,0.1,,,AHR data,
46,2003,2003 Annual,Air Pollution,Washington,18.0,10.2,-0.99,,,AHR data,
47,2003,2003 Annual,Air Pollution,West Virginia,40.0,14.4,0.4,,,AHR data,
48,2003,2003 Annual,Air Pollution,Wisconsin,22.0,11.0,-0.72,,,AHR data,
49,2003,2003 Annual,Air Pollution,Wyoming,1.0,5.2,-2.0,,,AHR data,
50,2003,2003 Annual,Air Pollution,United States,,13.2,,,,AHR data,
51,2003,2003 Annual,Air Pollution,District of Columbia,,12.7,,,,AHR data,
52,2003,2003 Annual,All Determinants,Alaska,46.0,-0.35600000000000004,,,,AHR data,
53,2003,2003 Annual,All Determinants,Arizona,35.0,-0.124,,,,AHR data,
54,2003,2003 Annual,All Determinants,Arkansas,44.0,-0.33399999999999996,,,,AHR data,
55,2003,2003 Annual,All Determinants,California,19.0,0.22699999999999998,,,,AHR data,
56,2003,2003 Annual,All Determinants,Colorado,16.0,0.284,,,,AHR data,
57,2003,2003 Annual,All Determinants,Alabama,38.0,-0.207,,,,AHR data,
58,2003,2003 Annual,All Determinants,Connecticut,5.0,0.53,,,,AHR data,
59,2003,2003 Annual,All Determinants,Delaware,30.0,0.05,,,,AHR data,
60,2003,2003 Annual,All Determinants,Florida,45.0,-0.349,,,,AHR data,
61,2003,2003 Annual,All Determinants,Georgia,36.0,-0.129,,,,AHR data,
62,2003,2003 Annual,All Determinants,Hawaii,13.0,0.303,,,,AHR data,
63,2003,2003 Annual,All Determinants,Idaho,20.0,0.226,,,,AHR data,
64,2003,2003 Annual,All Determinants,Illinois,28.0,0.087,,,,AHR data,
65,2003,2003 Annual,All Determinants,Indiana,31.0,0.043,,,,AHR data,
66,2003,2003 Annual,All Determinants,Iowa,8.0,0.43200000000000005,,,,AHR data,
67,2003,2003 Annual,All Determinants,Kansas,15.0,0.289,,,,AHR data,
68,2003,2003 Annual,All Determinants,Kentucky,37.0,-0.19399999999999998,,,,AHR data,
69,2003,2003 Annual,All Determinants,Louisiana,48.0,-0.43200000000000005,,,,AHR data,
70,2003,2003 Annual,All Determinants,Maine,10.0,0.38299999999999995,,,,AHR data,
71,2003,2003 Annual,All Determinants,Maryland,25.0,0.158,,,,AHR data,
72,2003,2003 Annual,All Determinants,Massachusetts,4.0,0.544,,,,AHR data,
73,2003,2003 Annual,All Determinants,Michigan,23.0,0.17300000000000001,,,,AHR data,
74,2003,2003 Annual,All Determinants,Minnesota,2.0,0.649,,,,AHR data,
75,2003,2003 Annual,All Determinants,Mississippi,50.0,-0.52,,,,AHR data,
76,2003,2003 Annual,All Determinants,Missouri,32.0,0.038,,,,AHR data,
77,2003,2003 Annual,All Determinants,Montana,27.0,0.08800000000000001,,,,AHR data,
78,2003,2003 Annual,All Determinants,Nebraska,17.0,0.278,,,,AHR data,
79,2003,2003 Annual,All Determinants,Nevada,39.0,-0.217,,,,AHR data,
80,2003,2003 Annual,All Determinants,New Hampshire,1.0,0.682,,,,AHR data,
81,2003,2003 Annual,All Determinants,New Jersey,9.0,0.387,,,,AHR data,
82,2003,2003 Annual,All Determinants,New Mexico,47.0,-0.37200000000000005,,,,AHR data,
83,2003,2003 Annual,All Determinants,New York,33.0,-0.06,,,,AHR data,
84,2003,2003 Annual,All Determinants,North Carolina,34.0,-0.115,,,,AHR data,
85,2003,2003 Annual,All Determinants,North Dakota,12.0,0.322,,,,AHR data,
86,2003,2003 Annual,All Determinants,Ohio,26.0,0.11,,,,AHR data,
87,2003,2003 Annual,All Determinants,Oklahoma,42.0,-0.27399999999999997,,,,AHR data,
88,2003,2003 Annual,All Determinants,Oregon,22.0,0.184,,,,AHR data,
89,2003,2003 Annual,All Determinants,Pennsylvania,23.0,0.17300000000000001,,,,AHR data,
90,2003,2003 Annual,All Determinants,Rhode Island,7.0,0.446,,,,AHR data,
91,2003,2003 Annual,All Determinants,South Carolina,49.0,-0.442,,,,AHR data,
92,2003,2003 Annual,All Determinants,South Dakota,21.0,0.21600000000000003,,,,AHR data,
93,2003,2003 Annual,All Determinants,Tennessee,43.0,-0.33,,,,AHR data,
94,2003,2003 Annual,All Determinants,Texas,40.0,-0.221,,,,AHR data,
95,2003,2003 Annual,All Determinants,United States,,,,,,AHR data,
96,2003,2003 Annual,All Determinants,Utah,6.0,0.48,,,,AHR data,
97,2003,2003 Annual,All Determinants,Vermont,3.0,0.613,,,,AHR data,
98,2003,2003 Annual,All Determinants,Virginia,18.0,0.233,,,,AHR data,
99,2003,2003 Annual,All Determinants,Washington,14.0,0.29100000000000004,,,,AHR data,
100,2003,2003 Annual,All Determinants,West Virginia,41.0,-0.262,,,,AHR data,
101,2003,2003 Annual,All Determinants,Wisconsin,11.0,0.327,,,,AHR data,
102,2003,2003 Annual,All Determinants,Wyoming,29.0,0.062,,,,AHR data,
103,2003,2003 Annual,All Outcomes,Oklahoma,45.0,-0.48,,,,AHR data,
104,2003,2003 Annual,All Outcomes,Oregon,15.0,0.262,,,,AHR data,
105,2003,2003 Annual,All Outcomes,Pennsylvania,33.0,-0.12300000000000001,,,,AHR data,
106,2003,2003 Annual,All Outcomes,Rhode Island,24.0,0.136,,,,AHR data,
107,2003,2003 Annual,All Outcomes,South Carolina,42.0,-0.327,,,,AHR data,
108,2003,2003 Annual,All Outcomes,South Dakota,7.0,0.40700000000000003,,,,AHR data,
109,2003,2003 Annual,All Outcomes,Tennessee,46.0,-0.5,,,,AHR data,
