,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2002,2002 Annual,All Determinants,Alaska,38.0,-0.223,,,,AHR data,
1,2002,2002 Annual,All Determinants,Arizona,35.0,-0.17800000000000002,,,,AHR data,
2,2002,2002 Annual,All Determinants,Arkansas,44.0,-0.36700000000000005,,,,AHR data,
3,2002,2002 Annual,All Determinants,California,24.0,0.14800000000000002,,,,AHR data,
4,2002,2002 Annual,All Determinants,Colorado,14.0,0.304,,,,AHR data,
5,2002,2002 Annual,All Determinants,Alabama,41.0,-0.24600000000000002,,,,AHR data,
6,2002,2002 Annual,All Determinants,Connecticut,3.0,0.5820000000000001,,,,AHR data,
7,2002,2002 Annual,All Determinants,Delaware,32.0,-0.040999999999999995,,,,AHR data,
8,2002,2002 Annual,All Determinants,Florida,45.0,-0.368,,,,AHR data,
9,2002,2002 Annual,All Determinants,Georgia,36.0,-0.195,,,,AHR data,
10,2002,2002 Annual,All Determinants,Hawaii,17.0,0.255,,,,AHR data,
11,2002,2002 Annual,All Determinants,Idaho,21.0,0.214,,,,AHR data,
12,2002,2002 Annual,All Determinants,Illinois,30.0,0.036000000000000004,,,,AHR data,
13,2002,2002 Annual,All Determinants,Indiana,31.0,0.035,,,,AHR data,
14,2002,2002 Annual,All Determinants,Iowa,7.0,0.441,,,,AHR data,
15,2002,2002 Annual,All Determinants,Kansas,19.0,0.23,,,,AHR data,
16,2002,2002 Annual,All Determinants,Kentucky,39.0,-0.22399999999999998,,,,AHR data,
17,2002,2002 Annual,All Determinants,Louisiana,50.0,-0.574,,,,AHR data,
18,2002,2002 Annual,All Determinants,Maine,9.0,0.385,,,,AHR data,
19,2002,2002 Annual,All Determinants,Maryland,22.0,0.19,,,,AHR data,
20,2002,2002 Annual,All Determinants,Massachusetts,1.0,0.615,,,,AHR data,
21,2002,2002 Annual,All Determinants,Michigan,27.0,0.06,,,,AHR data,
22,2002,2002 Annual,All Determinants,Minnesota,4.0,0.578,,,,AHR data,
23,2002,2002 Annual,All Determinants,Mississippi,49.0,-0.507,,,,AHR data,
24,2002,2002 Annual,All Determinants,Missouri,28.0,0.047,,,,AHR data,
25,2002,2002 Annual,All Determinants,Montana,25.0,0.10099999999999999,,,,AHR data,
26,2002,2002 Annual,All Determinants,Nebraska,10.0,0.36200000000000004,,,,AHR data,
27,2002,2002 Annual,All Determinants,Nevada,40.0,-0.23800000000000002,,,,AHR data,
28,2002,2002 Annual,All Determinants,New Hampshire,2.0,0.608,,,,AHR data,
29,2002,2002 Annual,All Determinants,New Jersey,13.0,0.33,,,,AHR data,
30,2002,2002 Annual,All Determinants,New Mexico,48.0,-0.479,,,,AHR data,
31,2002,2002 Annual,All Determinants,New York,34.0,-0.126,,,,AHR data,
32,2002,2002 Annual,All Determinants,North Carolina,33.0,-0.107,,,,AHR data,
33,2002,2002 Annual,All Determinants,North Dakota,15.0,0.289,,,,AHR data,
34,2002,2002 Annual,All Determinants,Ohio,28.0,0.047,,,,AHR data,
35,2002,2002 Annual,All Determinants,Oklahoma,46.0,-0.379,,,,AHR data,
36,2002,2002 Annual,All Determinants,Oregon,19.0,0.23,,,,AHR data,
37,2002,2002 Annual,All Determinants,Pennsylvania,23.0,0.168,,,,AHR data,
38,2002,2002 Annual,All Determinants,Rhode Island,8.0,0.408,,,,AHR data,
39,2002,2002 Annual,All Determinants,South Carolina,47.0,-0.465,,,,AHR data,
40,2002,2002 Annual,All Determinants,South Dakota,18.0,0.24600000000000002,,,,AHR data,
41,2002,2002 Annual,All Determinants,Tennessee,43.0,-0.284,,,,AHR data,
42,2002,2002 Annual,All Determinants,Texas,42.0,-0.256,,,,AHR data,
43,2002,2002 Annual,All Determinants,United States,,,,,,AHR data,
44,2002,2002 Annual,All Determinants,Utah,6.0,0.44299999999999995,,,,AHR data,
45,2002,2002 Annual,All Determinants,Vermont,5.0,0.48700000000000004,,,,AHR data,
46,2002,2002 Annual,All Determinants,Virginia,12.0,0.344,,,,AHR data,
47,2002,2002 Annual,All Determinants,Washington,16.0,0.278,,,,AHR data,
48,2002,2002 Annual,All Determinants,West Virginia,37.0,-0.221,,,,AHR data,
49,2002,2002 Annual,All Determinants,Wisconsin,10.0,0.36200000000000004,,,,AHR data,
50,2002,2002 Annual,All Determinants,Wyoming,26.0,0.063,,,,AHR data,
51,2002,2002 Annual,All Outcomes,Oklahoma,46.0,-0.47600000000000003,,,,AHR data,
52,2002,2002 Annual,All Outcomes,Oregon,15.0,0.258,,,,AHR data,
53,2002,2002 Annual,All Outcomes,Pennsylvania,33.0,-0.125,,,,AHR data,
54,2002,2002 Annual,All Outcomes,Rhode Island,25.0,0.122,,,,AHR data,
55,2002,2002 Annual,All Outcomes,South Carolina,42.0,-0.36,,,,AHR data,
56,2002,2002 Annual,All Outcomes,South Dakota,11.0,0.332,,,,AHR data,
57,2002,2002 Annual,All Outcomes,Tennessee,43.0,-0.441,,,,AHR data,
58,2002,2002 Annual,All Outcomes,Texas,28.0,0.068,,,,AHR data,
59,2002,2002 Annual,All Outcomes,United States,,,,,,AHR data,
60,2002,2002 Annual,All Outcomes,Utah,1.0,0.623,,,,AHR data,
61,2002,2002 Annual,All Outcomes,Vermont,17.0,0.239,,,,AHR data,
62,2002,2002 Annual,All Outcomes,Virginia,30.0,0.013999999999999999,,,,AHR data,
63,2002,2002 Annual,All Outcomes,Washington,8.0,0.39299999999999996,,,,AHR data,
64,2002,2002 Annual,All Outcomes,West Virginia,47.0,-0.505,,,,AHR data,
65,2002,2002 Annual,All Outcomes,Wisconsin,19.0,0.195,,,,AHR data,
66,2002,2002 Annual,All Outcomes,Wyoming,23.0,0.16899999999999998,,,,AHR data,
67,2002,2002 Annual,All Outcomes,Alaska,6.0,0.455,,,,AHR data,
68,2002,2002 Annual,All Outcomes,Arizona,20.0,0.19399999999999998,,,,AHR data,
69,2002,2002 Annual,All Outcomes,Arkansas,44.0,-0.44799999999999995,,,,AHR data,
70,2002,2002 Annual,All Outcomes,California,13.0,0.295,,,,AHR data,
71,2002,2002 Annual,All Outcomes,Colorado,5.0,0.465,,,,AHR data,
72,2002,2002 Annual,All Outcomes,Connecticut,12.0,0.305,,,,AHR data,
73,2002,2002 Annual,All Outcomes,Delaware,38.0,-0.20800000000000002,,,,AHR data,
74,2002,2002 Annual,All Outcomes,Florida,27.0,0.077,,,,AHR data,
75,2002,2002 Annual,All Outcomes,Georgia,40.0,-0.258,,,,AHR data,
76,2002,2002 Annual,All Outcomes,Hawaii,2.0,0.602,,,,AHR data,
