,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2014,2014 Annual,Air Pollution,Alabama,36,10,0.06,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
1,2014,2014 Annual,Air Pollution,Alaska,1,4.9,-2.0,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2,2014,2014 Annual,Air Pollution,Arizona,35,9.9,0.0,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
3,2014,2014 Annual,Air Pollution,Arkansas,42,10.3,0.22,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
4,2014,2014 Annual,Air Pollution,California,50,13.9,2.0,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
5,2014,2014 Annual,Air Pollution,Colorado,7,6.8,-1.73,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
6,2014,2014 Annual,Air Pollution,Connecticut,19,8.7,-0.67,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
7,2014,2014 Annual,Air Pollution,Delaware,40,10.2,0.17,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
8,2014,2014 Annual,Air Pollution,Florida,10,7.4,-1.4,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
9,2014,2014 Annual,Air Pollution,Georgia,42,10.3,0.22,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
10,2014,2014 Annual,Air Pollution,Hawaii,19,8.7,-0.67,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
11,2014,2014 Annual,Air Pollution,Idaho,44,10.4,0.28,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
12,2014,2014 Annual,Air Pollution,Illinois,47,11.4,0.84,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
