,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2004,2004 Annual,Air Pollution,Alabama,43.0,14.5,0.59,,,AHR data,
1,2004,2004 Annual,Air Pollution,Alaska,4.0,6.0,-2.0,,,AHR data,
2,2004,2004 Annual,Air Pollution,Arizona,13.0,9.3,-1.21,,,AHR data,
3,2004,2004 Annual,Air Pollution,Arkansas,28.0,11.7,-0.38,,,AHR data,
4,2004,2004 Annual,Air Pollution,California,50.0,16.5,1.27,,,AHR data,
5,2004,2004 Annual,Air Pollution,Colorado,9.0,8.2,-1.58,,,AHR data,
6,2004,2004 Annual,Air Pollution,Connecticut,38.0,13.6,0.28,,,AHR data,
7,2004,2004 Annual,Air Pollution,Delaware,46.0,14.8,0.69,,,AHR data,
8,2004,2004 Annual,Air Pollution,Florida,12.0,9.2,-1.24,,,AHR data,
9,2004,2004 Annual,Air Pollution,Georgia,48.0,15.3,0.86,,,AHR data,
10,2004,2004 Annual,Air Pollution,Hawaii,2.0,5.5,-2.0,,,AHR data,
11,2004,2004 Annual,Air Pollution,Idaho,5.0,6.5,-2.0,,,AHR data,
12,2004,2004 Annual,Air Pollution,Illinois,45.0,14.7,0.65,,,AHR data,
13,2004,2004 Annual,Air Pollution,Indiana,44.0,14.6,0.62,,,AHR data,
14,2004,2004 Annual,Air Pollution,Iowa,23.0,10.9,-0.65,,,AHR data,
15,2004,2004 Annual,Air Pollution,Kansas,25.0,11.0,-0.62,,,AHR data,
16,2004,2004 Annual,Air Pollution,Kentucky,42.0,14.1,0.45,,,AHR data,
17,2004,2004 Annual,Air Pollution,Louisiana,27.0,11.5,-0.45,,,AHR data,
18,2004,2004 Annual,Air Pollution,Maine,21.0,10.8,-0.69,,,AHR data,
19,2004,2004 Annual,Air Pollution,Maryland,36.0,13.2,0.14,,,AHR data,
20,2004,2004 Annual,Air Pollution,Massachusetts,23.0,10.9,-0.65,,,AHR data,
21,2004,2004 Annual,Air Pollution,Michigan,39.0,13.9,0.38,,,AHR data,
22,2004,2004 Annual,Air Pollution,Minnesota,13.0,9.3,-1.21,,,AHR data,
23,2004,2004 Annual,Air Pollution,Mississippi,30.0,12.7,-0.03,,,AHR data,
24,2004,2004 Annual,Air Pollution,Missouri,30.0,12.7,-0.03,,,AHR data,
25,2004,2004 Annual,Air Pollution,Montana,8.0,8.1,-1.62,,,AHR data,
26,2004,2004 Annual,Air Pollution,Nebraska,7.0,7.9,-1.69,,,AHR data,
27,2004,2004 Annual,Air Pollution,Nevada,15.0,9.4,-1.17,,,AHR data,
28,2004,2004 Annual,Air Pollution,New Hampshire,18.0,9.8,-1.03,,,AHR data,
29,2004,2004 Annual,Air Pollution,New Jersey,37.0,13.3,0.17,,,AHR data,
30,2004,2004 Annual,Air Pollution,New Mexico,10.0,8.3,-1.55,,,AHR data,
31,2004,2004 Annual,Air Pollution,New York,34.0,13.0,0.07,,,AHR data,
32,2004,2004 Annual,Air Pollution,North Carolina,33.0,12.9,0.03,,,AHR data,
33,2004,2004 Annual,Air Pollution,North Dakota,3.0,5.7,-2.0,,,AHR data,
34,2004,2004 Annual,Air Pollution,Ohio,47.0,15.0,0.76,,,AHR data,
35,2004,2004 Annual,Air Pollution,Oklahoma,20.0,10.4,-0.83,,,AHR data,
36,2004,2004 Annual,Air Pollution,Oregon,6.0,7.7,-1.76,,,AHR data,
37,2004,2004 Annual,Air Pollution,Pennsylvania,49.0,15.6,0.96,,,AHR data,
38,2004,2004 Annual,Air Pollution,Rhode Island,26.0,11.3,-0.52,,,AHR data,
39,2004,2004 Annual,Air Pollution,South Carolina,30.0,12.7,-0.03,,,AHR data,
40,2004,2004 Annual,Air Pollution,South Dakota,11.0,8.5,-1.48,,,AHR data,
41,2004,2004 Annual,Air Pollution,Tennessee,40.0,14.0,0.41,,,AHR data,
42,2004,2004 Annual,Air Pollution,Texas,29.0,11.9,-0.31,,,AHR data,
43,2004,2004 Annual,Air Pollution,Utah,19.0,10.2,-0.9,,,AHR data,
44,2004,2004 Annual,Air Pollution,Vermont,17.0,9.7,-1.07,,,AHR data,
45,2004,2004 Annual,Air Pollution,Virginia,35.0,13.1,0.1,,,AHR data,
46,2004,2004 Annual,Air Pollution,Washington,15.0,9.4,-1.17,,,AHR data,
47,2004,2004 Annual,Air Pollution,West Virginia,40.0,14.0,0.41,,,AHR data,
48,2004,2004 Annual,Air Pollution,Wisconsin,21.0,10.8,-0.69,,,AHR data,
49,2004,2004 Annual,Air Pollution,Wyoming,1.0,5.2,-2.0,,,AHR data,
50,2004,2004 Annual,Air Pollution,United States,,12.8,,,,AHR data,
51,2004,2004 Annual,Air Pollution,District of Columbia,,12.5,,,,AHR data,
52,2004,2004 Annual,All Determinants,Alaska,36.0,-0.17800000000000002,,,,AHR data,
53,2004,2004 Annual,All Determinants,Arizona,32.0,-0.022000000000000002,,,,AHR data,
54,2004,2004 Annual,All Determinants,Arkansas,46.0,-0.285,,,,AHR data,
55,2004,2004 Annual,All Determinants,California,20.0,0.134,,,,AHR data,
56,2004,2004 Annual,All Determinants,Colorado,16.0,0.272,,,,AHR data,
57,2004,2004 Annual,All Determinants,Alabama,43.0,-0.248,,,,AHR data,
58,2004,2004 Annual,All Determinants,Connecticut,5.0,0.512,,,,AHR data,
59,2004,2004 Annual,All Determinants,Delaware,25.0,0.078,,,,AHR data,
60,2004,2004 Annual,All Determinants,Florida,44.0,-0.254,,,,AHR data,
61,2004,2004 Annual,All Determinants,Georgia,41.0,-0.244,,,,AHR data,
62,2004,2004 Annual,All Determinants,Hawaii,7.0,0.442,,,,AHR data,
63,2004,2004 Annual,All Determinants,Idaho,18.0,0.19699999999999998,,,,AHR data,
64,2004,2004 Annual,All Determinants,Illinois,30.0,0.031,,,,AHR data,
65,2004,2004 Annual,All Determinants,Indiana,31.0,0.009000000000000001,,,,AHR data,
66,2004,2004 Annual,All Determinants,Iowa,11.0,0.37,,,,AHR data,
67,2004,2004 Annual,All Determinants,Kansas,15.0,0.28300000000000003,,,,AHR data,
68,2004,2004 Annual,All Determinants,Kentucky,37.0,-0.18600000000000003,,,,AHR data,
69,2004,2004 Annual,All Determinants,Louisiana,50.0,-0.517,,,,AHR data,
70,2004,2004 Annual,All Determinants,Maine,10.0,0.377,,,,AHR data,
71,2004,2004 Annual,All Determinants,Maryland,22.0,0.102,,,,AHR data,
72,2004,2004 Annual,All Determinants,Massachusetts,4.0,0.544,,,,AHR data,
73,2004,2004 Annual,All Determinants,Michigan,28.0,0.049,,,,AHR data,
74,2004,2004 Annual,All Determinants,Minnesota,3.0,0.5589999999999999,,,,AHR data,
75,2004,2004 Annual,All Determinants,Mississippi,49.0,-0.45799999999999996,,,,AHR data,
76,2004,2004 Annual,All Determinants,Missouri,33.0,-0.037000000000000005,,,,AHR data,
77,2004,2004 Annual,All Determinants,Montana,26.0,0.071,,,,AHR data,
78,2004,2004 Annual,All Determinants,Nebraska,14.0,0.284,,,,AHR data,
79,2004,2004 Annual,All Determinants,Nevada,38.0,-0.195,,,,AHR data,
80,2004,2004 Annual,All Determinants,New Hampshire,2.0,0.65,,,,AHR data,
81,2004,2004 Annual,All Determinants,New Jersey,13.0,0.297,,,,AHR data,
82,2004,2004 Annual,All Determinants,New Mexico,47.0,-0.37799999999999995,,,,AHR data,
83,2004,2004 Annual,All Determinants,New York,34.0,-0.095,,,,AHR data,
84,2004,2004 Annual,All Determinants,North Carolina,39.0,-0.212,,,,AHR data,
85,2004,2004 Annual,All Determinants,North Dakota,8.0,0.41,,,,AHR data,
86,2004,2004 Annual,All Determinants,Ohio,21.0,0.131,,,,AHR data,
87,2004,2004 Annual,All Determinants,Oklahoma,35.0,-0.15,,,,AHR data,
88,2004,2004 Annual,All Determinants,Oregon,23.0,0.095,,,,AHR data,
89,2004,2004 Annual,All Determinants,Pennsylvania,29.0,0.037000000000000005,,,,AHR data,
90,2004,2004 Annual,All Determinants,Rhode Island,12.0,0.35,,,,AHR data,
91,2004,2004 Annual,All Determinants,South Carolina,48.0,-0.39,,,,AHR data,
92,2004,2004 Annual,All Determinants,South Dakota,24.0,0.086,,,,AHR data,
93,2004,2004 Annual,All Determinants,Tennessee,45.0,-0.27399999999999997,,,,AHR data,
94,2004,2004 Annual,All Determinants,Texas,40.0,-0.23600000000000002,,,,AHR data,
95,2004,2004 Annual,All Determinants,United States,,,,,,AHR data,
96,2004,2004 Annual,All Determinants,Utah,6.0,0.46299999999999997,,,,AHR data,
97,2004,2004 Annual,All Determinants,Vermont,1.0,0.687,,,,AHR data,
98,2004,2004 Annual,All Determinants,Virginia,17.0,0.261,,,,AHR data,
99,2004,2004 Annual,All Determinants,Washington,19.0,0.18600000000000003,,,,AHR data,
100,2004,2004 Annual,All Determinants,West Virginia,42.0,-0.245,,,,AHR data,
101,2004,2004 Annual,All Determinants,Wisconsin,9.0,0.401,,,,AHR data,
102,2004,2004 Annual,All Determinants,Wyoming,27.0,0.068,,,,AHR data,
103,2004,2004 Annual,All Outcomes,Alaska,14.0,0.282,,,,AHR data,
104,2004,2004 Annual,All Outcomes,Arizona,16.0,0.259,,,,AHR data,
105,2004,2004 Annual,All Outcomes,Arkansas,43.0,-0.489,,,,AHR data,
106,2004,2004 Annual,All Outcomes,California,17.0,0.242,,,,AHR data,
107,2004,2004 Annual,All Outcomes,Colorado,4.0,0.45899999999999996,,,,AHR data,
108,2004,2004 Annual,All Outcomes,Connecticut,6.0,0.409,,,,AHR data,
109,2004,2004 Annual,All Outcomes,Delaware,37.0,-0.21,,,,AHR data,
110,2004,2004 Annual,All Outcomes,Florida,24.0,0.114,,,,AHR data,
111,2004,2004 Annual,All Outcomes,Georgia,41.0,-0.302,,,,AHR data,
112,2004,2004 Annual,All Outcomes,Hawaii,1.0,0.591,,,,AHR data,
113,2004,2004 Annual,All Outcomes,Idaho,21.0,0.166,,,,AHR data,
114,2004,2004 Annual,All Outcomes,Illinois,31.0,-0.1,,,,AHR data,
115,2004,2004 Annual,All Outcomes,Indiana,39.0,-0.29,,,,AHR data,
116,2004,2004 Annual,All Outcomes,Iowa,11.0,0.304,,,,AHR data,
117,2004,2004 Annual,All Outcomes,Kansas,25.0,0.102,,,,AHR data,
118,2004,2004 Annual,All Outcomes,Kentucky,45.0,-0.527,,,,AHR data,
119,2004,2004 Annual,All Outcomes,Louisiana,48.0,-0.589,,,,AHR data,
120,2004,2004 Annual,All Outcomes,Maine,21.0,0.166,,,,AHR data,
121,2004,2004 Annual,All Outcomes,Maryland,32.0,-0.106,,,,AHR data,
122,2004,2004 Annual,All Outcomes,Alabama,46.0,-0.541,,,,AHR data,
123,2004,2004 Annual,All Outcomes,Massachusetts,9.0,0.35100000000000003,,,,AHR data,
124,2004,2004 Annual,All Outcomes,Michigan,36.0,-0.191,,,,AHR data,
125,2004,2004 Annual,All Outcomes,Minnesota,3.0,0.54,,,,AHR data,
126,2004,2004 Annual,All Outcomes,Mississippi,50.0,-0.6920000000000001,,,,AHR data,
127,2004,2004 Annual,All Outcomes,Missouri,40.0,-0.29600000000000004,,,,AHR data,
128,2004,2004 Annual,All Outcomes,Montana,26.0,0.098,,,,AHR data,
129,2004,2004 Annual,All Outcomes,Nebraska,15.0,0.27899999999999997,,,,AHR data,
130,2004,2004 Annual,All Outcomes,Nevada,34.0,-0.168,,,,AHR data,
131,2004,2004 Annual,All Outcomes,New Hampshire,5.0,0.418,,,,AHR data,
132,2004,2004 Annual,All Outcomes,New Jersey,27.0,0.094,,,,AHR data,
133,2004,2004 Annual,All Outcomes,New Mexico,10.0,0.306,,,,AHR data,
134,2004,2004 Annual,All Outcomes,New York,23.0,0.151,,,,AHR data,
135,2004,2004 Annual,All Outcomes,North Carolina,35.0,-0.17600000000000002,,,,AHR data,
136,2004,2004 Annual,All Outcomes,North Dakota,7.0,0.392,,,,AHR data,
137,2004,2004 Annual,All Outcomes,Ohio,38.0,-0.231,,,,AHR data,
138,2004,2004 Annual,All Outcomes,Oklahoma,44.0,-0.509,,,,AHR data,
139,2004,2004 Annual,All Outcomes,Oregon,20.0,0.17800000000000002,,,,AHR data,
140,2004,2004 Annual,All Outcomes,Pennsylvania,33.0,-0.111,,,,AHR data,
141,2004,2004 Annual,All Outcomes,Rhode Island,18.0,0.19,,,,AHR data,
142,2004,2004 Annual,All Outcomes,South Carolina,42.0,-0.353,,,,AHR data,
143,2004,2004 Annual,All Outcomes,South Dakota,12.0,0.28600000000000003,,,,AHR data,
144,2004,2004 Annual,All Outcomes,Tennessee,47.0,-0.5479999999999999,,,,AHR data,
145,2004,2004 Annual,All Outcomes,Texas,30.0,-0.015,,,,AHR data,
146,2004,2004 Annual,All Outcomes,United States,,,,,,AHR data,
147,2004,2004 Annual,All Outcomes,Utah,2.0,0.5720000000000001,,,,AHR data,
148,2004,2004 Annual,All Outcomes,Vermont,8.0,0.39,,,,AHR data,
149,2004,2004 Annual,All Outcomes,Virginia,29.0,0.024,,,,AHR data,
150,2004,2004 Annual,All Outcomes,Washington,13.0,0.285,,,,AHR data,
151,2004,2004 Annual,All Outcomes,West Virginia,49.0,-0.618,,,,AHR data,
152,2004,2004 Annual,All Outcomes,Wisconsin,19.0,0.18899999999999997,,,,AHR data,
153,2004,2004 Annual,All Outcomes,Wyoming,28.0,0.055999999999999994,,,,AHR data,
154,2004,2004 Annual,Binge Drinking,Alabama,10.0,13.3,-0.95,15.0,11.6,AHR data,
155,2004,2004 Annual,Binge Drinking,Alaska,40.0,18.3,0.58,20.5,16.1,AHR data,
156,2004,2004 Annual,Binge Drinking,Arizona,28.0,16.7,0.09,19.1,14.4,AHR data,
157,2004,2004 Annual,Binge Drinking,Arkansas,8.0,12.6,-1.17,14.0,11.2,AHR data,
158,2004,2004 Annual,Binge Drinking,California,21.0,15.4,-0.31,16.8,14.0,AHR data,
159,2004,2004 Annual,Binge Drinking,Colorado,42.0,18.4,0.61,20.0,16.8,AHR data,
160,2004,2004 Annual,Binge Drinking,Connecticut,27.0,16.4,0.0,17.7,15.1,AHR data,
161,2004,2004 Annual,Binge Drinking,Delaware,43.0,18.5,0.65,20.5,16.3,AHR data,
162,2004,2004 Annual,Binge Drinking,Florida,13.0,14.5,-0.58,16.2,12.8,AHR data,
163,2004,2004 Annual,Binge Drinking,Georgia,9.0,12.9,-1.08,14.5,11.2,AHR data,
164,2004,2004 Annual,Binge Drinking,Hawaii,7.0,12.5,-1.2,13.9,11.1,AHR data,
165,2004,2004 Annual,Binge Drinking,Idaho,23.0,15.7,-0.22,17.1,14.3,AHR data,
166,2004,2004 Annual,Binge Drinking,Illinois,35.0,17.6,0.37,18.9,16.3,AHR data,
167,2004,2004 Annual,Binge Drinking,Indiana,22.0,15.5,-0.28,16.7,14.3,AHR data,
168,2004,2004 Annual,Binge Drinking,Iowa,47.0,19.7,1.01,21.4,18.0,AHR data,
169,2004,2004 Annual,Binge Drinking,Kansas,16.0,15.0,-0.43,16.4,13.6,AHR data,
170,2004,2004 Annual,Binge Drinking,Kentucky,1.0,8.7,-2.0,10.0,7.4,AHR data,
171,2004,2004 Annual,Binge Drinking,Louisiana,17.0,15.1,-0.4,16.4,13.8,AHR data,
172,2004,2004 Annual,Binge Drinking,Maine,25.0,16.1,-0.09,18.0,14.2,AHR data,
173,2004,2004 Annual,Binge Drinking,Maryland,14.0,14.7,-0.52,16.2,13.2,AHR data,
174,2004,2004 Annual,Binge Drinking,Massachusetts,40.0,18.3,0.58,19.5,17.1,AHR data,
175,2004,2004 Annual,Binge Drinking,Michigan,36.0,17.8,0.43,19.4,16.2,AHR data,
176,2004,2004 Annual,Binge Drinking,Minnesota,48.0,20.5,1.26,22.1,18.9,AHR data,
177,2004,2004 Annual,Binge Drinking,Mississippi,6.0,11.9,-1.38,13.4,10.4,AHR data,
178,2004,2004 Annual,Binge Drinking,Missouri,31.0,17.2,0.25,19.0,15.4,AHR data,
179,2004,2004 Annual,Binge Drinking,Montana,46.0,19.5,0.95,21.3,17.7,AHR data,
180,2004,2004 Annual,Binge Drinking,Nebraska,36.0,17.8,0.43,19.4,16.2,AHR data,
181,2004,2004 Annual,Binge Drinking,Nevada,45.0,18.9,0.77,21.2,16.6,AHR data,
182,2004,2004 Annual,Binge Drinking,New Hampshire,31.0,17.2,0.25,18.5,15.9,AHR data,
183,2004,2004 Annual,Binge Drinking,New Jersey,19.0,15.3,-0.34,16.9,13.4,AHR data,
184,2004,2004 Annual,Binge Drinking,New Mexico,15.0,14.9,-0.46,16.3,13.5,AHR data,
185,2004,2004 Annual,Binge Drinking,New York,34.0,17.4,0.31,18.9,15.9,AHR data,
186,2004,2004 Annual,Binge Drinking,North Carolina,1.0,9.7,-2.0,11.0,8.4,AHR data,
187,2004,2004 Annual,Binge Drinking,North Dakota,49.0,21.7,1.63,23.5,19.9,AHR data,
188,2004,2004 Annual,Binge Drinking,Ohio,26.0,16.3,-0.03,17.9,14.7,AHR data,
189,2004,2004 Annual,Binge Drinking,Oklahoma,10.0,13.3,-0.95,14.4,12.2,AHR data,
190,2004,2004 Annual,Binge Drinking,Oregon,24.0,15.9,-0.15,17.6,14.2,AHR data,
191,2004,2004 Annual,Binge Drinking,Pennsylvania,31.0,17.2,0.25,18.7,16.0,AHR data,
192,2004,2004 Annual,Binge Drinking,Rhode Island,38.0,18.0,0.49,19.6,16.4,AHR data,
193,2004,2004 Annual,Binge Drinking,South Carolina,12.0,13.6,-0.86,15.0,12.2,AHR data,
194,2004,2004 Annual,Binge Drinking,South Dakota,44.0,18.8,0.74,20.3,17.3,AHR data,
195,2004,2004 Annual,Binge Drinking,Tennessee,1.0,7.6,-2.0,8.9,6.3,AHR data,
196,2004,2004 Annual,Binge Drinking,Texas,30.0,17.1,0.22,18.4,15.8,AHR data,
197,2004,2004 Annual,Binge Drinking,Utah,4.0,10.1,-1.94,11.4,8.8,AHR data,
198,2004,2004 Annual,Binge Drinking,Vermont,29.0,16.9,0.15,18.4,15.4,AHR data,
199,2004,2004 Annual,Binge Drinking,Virginia,19.0,15.3,-0.34,17.0,13.6,AHR data,
200,2004,2004 Annual,Binge Drinking,Washington,18.0,15.2,-0.37,16.4,13.9,AHR data,
201,2004,2004 Annual,Binge Drinking,West Virginia,5.0,11.3,-1.57,12.7,9.9,AHR data,
202,2004,2004 Annual,Binge Drinking,Wisconsin,50.0,24.6,2.0,26.3,22.9,AHR data,
203,2004,2004 Annual,Binge Drinking,Wyoming,39.0,18.2,0.55,19.8,16.5,AHR data,
204,2004,2004 Annual,Binge Drinking,United States,,16.4,,,,AHR data,
205,2004,2004 Annual,Binge Drinking,District of Columbia,,17.8,,20.1,15.5,AHR data,
206,2004,2004 Annual,Cancer Deaths,Alabama,44.0,214.5,0.94,216.9,212.1,AHR data,
207,2004,2004 Annual,Cancer Deaths,Alaska,23.0,199.5,0.03,207.9,191.1,AHR data,
208,2004,2004 Annual,Cancer Deaths,Arizona,6.0,177.6,-1.29,179.7,175.5,AHR data,
209,2004,2004 Annual,Cancer Deaths,Arkansas,41.0,212.4,0.81,215.4,209.4,AHR data,
210,2004,2004 Annual,Cancer Deaths,California,7.0,181.2,-1.08,182.1,180.3,AHR data,
211,2004,2004 Annual,Cancer Deaths,Colorado,3.0,173.7,-1.53,176.2,171.2,AHR data,
212,2004,2004 Annual,Cancer Deaths,Connecticut,15.0,191.1,-0.48,193.6,188.6,AHR data,
213,2004,2004 Annual,Cancer Deaths,Delaware,37.0,209.1,0.61,214.8,203.4,AHR data,
214,2004,2004 Annual,Cancer Deaths,Florida,12.0,189.6,-0.57,190.7,188.5,AHR data,
215,2004,2004 Annual,Cancer Deaths,Georgia,29.0,205.0,0.36,207.0,203.0,AHR data,
216,2004,2004 Annual,Cancer Deaths,Hawaii,2.0,155.3,-2.0,159.2,151.4,AHR data,
217,2004,2004 Annual,Cancer Deaths,Idaho,5.0,176.7,-1.35,181.0,172.4,AHR data,
218,2004,2004 Annual,Cancer Deaths,Illinois,37.0,209.1,0.61,210.6,207.6,AHR data,
219,2004,2004 Annual,Cancer Deaths,Indiana,43.0,214.4,0.93,216.5,212.3,AHR data,
220,2004,2004 Annual,Cancer Deaths,Iowa,17.0,192.3,-0.41,195.0,189.6,AHR data,
221,2004,2004 Annual,Cancer Deaths,Kansas,16.0,192.2,-0.41,195.1,189.3,AHR data,
222,2004,2004 Annual,Cancer Deaths,Kentucky,50.0,231.5,1.97,234.2,228.8,AHR data,
223,2004,2004 Annual,Cancer Deaths,Louisiana,49.0,229.4,1.84,232.0,226.8,AHR data,
224,2004,2004 Annual,Cancer Deaths,Maine,45.0,215.0,0.97,219.3,210.7,AHR data,
225,2004,2004 Annual,Cancer Deaths,Maryland,36.0,208.4,0.57,210.7,206.1,AHR data,
226,2004,2004 Annual,Cancer Deaths,Massachusetts,31.0,205.7,0.41,207.7,203.7,AHR data,
227,2004,2004 Annual,Cancer Deaths,Michigan,26.0,203.7,0.28,205.3,202.1,AHR data,
228,2004,2004 Annual,Cancer Deaths,Minnesota,13.0,189.8,-0.56,192.0,187.6,AHR data,
229,2004,2004 Annual,Cancer Deaths,Mississippi,47.0,219.8,1.26,223.0,216.6,AHR data,
230,2004,2004 Annual,Cancer Deaths,Missouri,35.0,208.3,0.56,210.4,206.2,AHR data,
231,2004,2004 Annual,Cancer Deaths,Montana,22.0,197.7,-0.08,202.8,192.6,AHR data,
232,2004,2004 Annual,Cancer Deaths,Nebraska,11.0,187.9,-0.67,191.5,184.3,AHR data,
233,2004,2004 Annual,Cancer Deaths,Nevada,34.0,207.8,0.53,211.6,204.0,AHR data,
234,2004,2004 Annual,Cancer Deaths,New Hampshire,25.0,203.6,0.28,208.2,199.0,AHR data,
235,2004,2004 Annual,Cancer Deaths,New Jersey,32.0,205.9,0.42,207.6,204.2,AHR data,
236,2004,2004 Annual,Cancer Deaths,New Mexico,4.0,174.0,-1.51,177.6,170.4,AHR data,
237,2004,2004 Annual,Cancer Deaths,New York,14.0,190.2,-0.53,191.3,189.1,AHR data,
238,2004,2004 Annual,Cancer Deaths,North Carolina,27.0,204.6,0.34,206.4,202.8,AHR data,
239,2004,2004 Annual,Cancer Deaths,North Dakota,8.0,185.8,-0.8,191.5,180.1,AHR data,
240,2004,2004 Annual,Cancer Deaths,Ohio,42.0,212.7,0.83,214.2,211.2,AHR data,
241,2004,2004 Annual,Cancer Deaths,Oklahoma,37.0,209.1,0.61,211.8,206.4,AHR data,
242,2004,2004 Annual,Cancer Deaths,Oregon,24.0,200.1,0.07,202.8,197.4,AHR data,
243,2004,2004 Annual,Cancer Deaths,Pennsylvania,33.0,207.1,0.49,208.4,205.8,AHR data,
244,2004,2004 Annual,Cancer Deaths,Rhode Island,28.0,204.9,0.36,209.6,200.2,AHR data,
245,2004,2004 Annual,Cancer Deaths,South Carolina,40.0,210.1,0.67,212.7,207.5,AHR data,
246,2004,2004 Annual,Cancer Deaths,South Dakota,10.0,187.8,-0.68,193.1,182.5,AHR data,
247,2004,2004 Annual,Cancer Deaths,Tennessee,46.0,216.6,1.06,218.8,214.4,AHR data,
248,2004,2004 Annual,Cancer Deaths,Texas,19.0,194.9,-0.25,196.1,193.7,AHR data,
249,2004,2004 Annual,Cancer Deaths,Utah,1.0,149.0,-2.0,152.4,145.6,AHR data,
250,2004,2004 Annual,Cancer Deaths,Vermont,21.0,196.8,-0.13,203.1,190.5,AHR data,
251,2004,2004 Annual,Cancer Deaths,Virginia,30.0,205.1,0.37,207.1,203.1,AHR data,
252,2004,2004 Annual,Cancer Deaths,Washington,19.0,194.9,-0.25,197.0,192.8,AHR data,
253,2004,2004 Annual,Cancer Deaths,West Virginia,48.0,223.0,1.45,226.6,219.4,AHR data,
254,2004,2004 Annual,Cancer Deaths,Wisconsin,18.0,194.5,-0.27,196.6,192.4,AHR data,
255,2004,2004 Annual,Cancer Deaths,Wyoming,9.0,187.6,-0.69,194.7,180.5,AHR data,
256,2004,2004 Annual,Cancer Deaths,United States,,199.0,,199.3,198.7,AHR data,
257,2004,2004 Annual,Cancer Deaths,District of Columbia,,235.5,,242.8,228.2,AHR data,
258,2004,2004 Annual,Cancer Deaths-Race Adjusted,Alabama,34.0,212.0,0.56,,212.0,AHR data,
259,2004,2004 Annual,Cancer Deaths-Race Adjusted,Alaska,7.0,191.8,-0.87,,191.8,AHR data,
260,2004,2004 Annual,Cancer Deaths-Race Adjusted,Arizona,5.0,184.6,-1.38,,184.6,AHR data,
261,2004,2004 Annual,Cancer Deaths-Race Adjusted,Arkansas,38.0,213.1,0.63,,213.1,AHR data,
262,2004,2004 Annual,Cancer Deaths-Race Adjusted,California,8.0,193.2,-0.77,,193.2,AHR data,
263,2004,2004 Annual,Cancer Deaths-Race Adjusted,Colorado,4.0,179.1,-1.76,,179.1,AHR data,
264,2004,2004 Annual,Cancer Deaths-Race Adjusted,Connecticut,10.0,193.6,-0.74,,193.6,AHR data,
265,2004,2004 Annual,Cancer Deaths-Race Adjusted,Delaware,45.0,217.9,0.97,,217.9,AHR data,
266,2004,2004 Annual,Cancer Deaths-Race Adjusted,Florida,9.0,193.5,-0.75,,193.5,AHR data,
267,2004,2004 Annual,Cancer Deaths-Race Adjusted,Georgia,22.0,203.0,-0.08,,203.0,AHR data,
