,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2010,2010 Annual,Air Pollution,Alabama,41.0,12.5,0.49,,,AHR data,
1,2010,2010 Annual,Air Pollution,Alaska,6.0,7.3,-1.83,,,AHR data,
2,2010,2010 Annual,Air Pollution,Arizona,22.0,10.0,-0.62,,,AHR data,
3,2010,2010 Annual,Air Pollution,Arkansas,35.0,11.4,0.0,,,AHR data,
4,2010,2010 Annual,Air Pollution,California,50.0,15.2,1.69,,,AHR data,
5,2010,2010 Annual,Air Pollution,Colorado,7.0,7.4,-1.78,,,AHR data,
6,2010,2010 Annual,Air Pollution,Connecticut,27.0,10.6,-0.36,,,AHR data,
7,2010,2010 Annual,Air Pollution,Delaware,43.0,12.6,0.53,,,AHR data,
8,2010,2010 Annual,Air Pollution,Florida,13.0,8.3,-1.38,,,AHR data,
9,2010,2010 Annual,Air Pollution,Georgia,46.0,12.9,0.67,,,AHR data,
10,2010,2010 Annual,Air Pollution,Hawaii,4.0,6.7,-2.0,,,AHR data,
11,2010,2010 Annual,Air Pollution,Idaho,12.0,8.2,-1.43,,,AHR data,
12,2010,2010 Annual,Air Pollution,Illinois,41.0,12.5,0.49,,,AHR data,
13,2010,2010 Annual,Air Pollution,Indiana,49.0,13.4,0.89,,,AHR data,
14,2010,2010 Annual,Air Pollution,Iowa,24.0,10.5,-0.4,,,AHR data,
15,2010,2010 Annual,Air Pollution,Kansas,21.0,9.7,-0.76,,,AHR data,
16,2010,2010 Annual,Air Pollution,Kentucky,43.0,12.6,0.53,,,AHR data,
17,2010,2010 Annual,Air Pollution,Louisiana,23.0,10.2,-0.53,,,AHR data,
18,2010,2010 Annual,Air Pollution,Maine,15.0,8.8,-1.16,,,AHR data,
19,2010,2010 Annual,Air Pollution,Maryland,40.0,12.1,0.31,,,AHR data,
20,2010,2010 Annual,Air Pollution,Massachusetts,18.0,9.4,-0.89,,,AHR data,
21,2010,2010 Annual,Air Pollution,Michigan,33.0,11.2,-0.09,,,AHR data,
22,2010,2010 Annual,Air Pollution,Minnesota,16.0,8.9,-1.11,,,AHR data,
23,2010,2010 Annual,Air Pollution,Mississippi,30.0,10.8,-0.27,,,AHR data,
24,2010,2010 Annual,Air Pollution,Missouri,38.0,11.8,0.18,,,AHR data,
25,2010,2010 Annual,Air Pollution,Montana,10.0,8.0,-1.52,,,AHR data,
26,2010,2010 Annual,Air Pollution,Nebraska,11.0,8.1,-1.47,,,AHR data,
27,2010,2010 Annual,Air Pollution,Nevada,17.0,9.0,-1.07,,,AHR data,
28,2010,2010 Annual,Air Pollution,New Hampshire,14.0,8.4,-1.34,,,AHR data,
29,2010,2010 Annual,Air Pollution,New Jersey,31.0,11.1,-0.13,,,AHR data,
30,2010,2010 Annual,Air Pollution,New Mexico,3.0,6.1,-2.0,,,AHR data,
31,2010,2010 Annual,Air Pollution,New York,28.0,10.7,-0.31,,,AHR data,
32,2010,2010 Annual,Air Pollution,North Carolina,36.0,11.6,0.09,,,AHR data,
33,2010,2010 Annual,Air Pollution,North Dakota,2.0,5.6,-2.0,,,AHR data,
34,2010,2010 Annual,Air Pollution,Ohio,47.0,13.1,0.76,,,AHR data,
35,2010,2010 Annual,Air Pollution,Oklahoma,24.0,10.5,-0.4,,,AHR data,
36,2010,2010 Annual,Air Pollution,Oregon,9.0,7.7,-1.65,,,AHR data,
37,2010,2010 Annual,Air Pollution,Pennsylvania,48.0,13.3,0.85,,,AHR data,
38,2010,2010 Annual,Air Pollution,Rhode Island,18.0,9.4,-0.89,,,AHR data,
39,2010,2010 Annual,Air Pollution,South Carolina,37.0,11.7,0.13,,,AHR data,
40,2010,2010 Annual,Air Pollution,South Dakota,5.0,7.2,-1.87,,,AHR data,
41,2010,2010 Annual,Air Pollution,Tennessee,39.0,12.0,0.27,,,AHR data,
42,2010,2010 Annual,Air Pollution,Texas,28.0,10.7,-0.31,,,AHR data,
43,2010,2010 Annual,Air Pollution,Utah,24.0,10.5,-0.4,,,AHR data,
44,2010,2010 Annual,Air Pollution,Vermont,8.0,7.6,-1.69,,,AHR data,
45,2010,2010 Annual,Air Pollution,Virginia,33.0,11.2,-0.09,,,AHR data,
46,2010,2010 Annual,Air Pollution,Washington,18.0,9.4,-0.89,,,AHR data,
47,2010,2010 Annual,Air Pollution,West Virginia,45.0,12.8,0.62,,,AHR data,
48,2010,2010 Annual,Air Pollution,Wisconsin,31.0,11.1,-0.13,,,AHR data,
49,2010,2010 Annual,Air Pollution,Wyoming,1.0,5.2,-2.0,,,AHR data,
