,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2005,2005 Annual,Air Pollution,Alabama,43.0,14.2,0.61,,,AHR data,
1,2005,2005 Annual,Air Pollution,Alaska,4.0,6.3,-2.0,,,AHR data,
2,2005,2005 Annual,Air Pollution,Arizona,14.0,9.3,-1.14,,,AHR data,
3,2005,2005 Annual,Air Pollution,Arkansas,27.0,11.4,-0.39,,,AHR data,
4,2005,2005 Annual,Air Pollution,California,50.0,16.3,1.36,,,AHR data,
5,2005,2005 Annual,Air Pollution,Colorado,11.0,8.2,-1.54,,,AHR data,
6,2005,2005 Annual,Air Pollution,Connecticut,38.0,13.2,0.25,,,AHR data,
7,2005,2005 Annual,Air Pollution,Delaware,46.0,14.6,0.75,,,AHR data,
8,2005,2005 Annual,Air Pollution,Florida,13.0,9.2,-1.18,,,AHR data,
9,2005,2005 Annual,Air Pollution,Georgia,48.0,14.9,0.86,,,AHR data,
10,2005,2005 Annual,Air Pollution,Hawaii,1.0,5.2,-2.0,,,AHR data,
11,2005,2005 Annual,Air Pollution,Idaho,5.0,6.8,-2.0,,,AHR data,
12,2005,2005 Annual,Air Pollution,Illinois,45.0,14.4,0.68,,,AHR data,
13,2005,2005 Annual,Air Pollution,Indiana,44.0,14.3,0.64,,,AHR data,
14,2005,2005 Annual,Air Pollution,Iowa,22.0,10.6,-0.68,,,AHR data,
15,2005,2005 Annual,Air Pollution,Kansas,23.0,10.7,-0.64,,,AHR data,
16,2005,2005 Annual,Air Pollution,Kentucky,42.0,13.8,0.46,,,AHR data,
17,2005,2005 Annual,Air Pollution,Louisiana,26.0,11.2,-0.46,,,AHR data,
18,2005,2005 Annual,Air Pollution,Maine,20.0,10.4,-0.75,,,AHR data,
19,2005,2005 Annual,Air Pollution,Maryland,37.0,13.1,0.21,,,AHR data,
20,2005,2005 Annual,Air Pollution,Massachusetts,24.0,10.8,-0.61,,,AHR data,
21,2005,2005 Annual,Air Pollution,Michigan,39.0,13.4,0.32,,,AHR data,
22,2005,2005 Annual,Air Pollution,Minnesota,12.0,9.0,-1.25,,,AHR data,
23,2005,2005 Annual,Air Pollution,Mississippi,30.0,12.2,-0.11,,,AHR data,
24,2005,2005 Annual,Air Pollution,Missouri,31.0,12.4,-0.04,,,AHR data,
25,2005,2005 Annual,Air Pollution,Montana,8.0,7.9,-1.64,,,AHR data,
26,2005,2005 Annual,Air Pollution,Nebraska,6.0,7.8,-1.68,,,AHR data,
27,2005,2005 Annual,Air Pollution,Nevada,14.0,9.3,-1.14,,,AHR data,
28,2005,2005 Annual,Air Pollution,New Hampshire,16.0,9.5,-1.07,,,AHR data,
29,2005,2005 Annual,Air Pollution,New Jersey,36.0,13.0,0.18,,,AHR data,
30,2005,2005 Annual,Air Pollution,New Mexico,6.0,7.8,-1.68,,,AHR data,
31,2005,2005 Annual,Air Pollution,New York,32.0,12.6,0.04,,,AHR data,
32,2005,2005 Annual,Air Pollution,North Carolina,34.0,12.8,0.11,,,AHR data,
33,2005,2005 Annual,Air Pollution,North Dakota,3.0,5.6,-2.0,,,AHR data,
34,2005,2005 Annual,Air Pollution,Ohio,46.0,14.6,0.75,,,AHR data,
35,2005,2005 Annual,Air Pollution,Oklahoma,19.0,10.1,-0.86,,,AHR data,
36,2005,2005 Annual,Air Pollution,Oregon,10.0,8.0,-1.61,,,AHR data,
37,2005,2005 Annual,Air Pollution,Pennsylvania,49.0,15.2,0.96,,,AHR data,
38,2005,2005 Annual,Air Pollution,Rhode Island,25.0,11.0,-0.54,,,AHR data,
39,2005,2005 Annual,Air Pollution,South Carolina,33.0,12.7,0.07,,,AHR data,
