,Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
0,2007,2007 Annual,Air Pollution,Alabama,44.0,14.2,0.74,,,AHR data,
1,2007,2007 Annual,Air Pollution,Alaska,5.0,7.4,-1.78,,,AHR data,
2,2007,2007 Annual,Air Pollution,Arizona,20.0,10.3,-0.7,,,AHR data,
3,2007,2007 Annual,Air Pollution,Arkansas,29.0,11.9,-0.11,,,AHR data,
4,2007,2007 Annual,Air Pollution,California,50.0,15.3,1.15,,,AHR data,
5,2007,2007 Annual,Air Pollution,Colorado,8.0,7.8,-1.63,,,AHR data,
6,2007,2007 Annual,Air Pollution,Connecticut,34.0,12.6,0.15,,,AHR data,
7,2007,2007 Annual,Air Pollution,Delaware,48.0,14.7,0.93,,,AHR data,
8,2007,2007 Annual,Air Pollution,Florida,16.0,9.4,-1.04,,,AHR data,
9,2007,2007 Annual,Air Pollution,Georgia,49.0,14.8,0.96,,,AHR data,
10,2007,2007 Annual,Air Pollution,Hawaii,1.0,4.6,-2.0,,,AHR data,
11,2007,2007 Annual,Air Pollution,Idaho,6.0,7.5,-1.74,,,AHR data,
12,2007,2007 Annual,Air Pollution,Illinois,47.0,14.5,0.85,,,AHR data,
13,2007,2007 Annual,Air Pollution,Indiana,44.0,14.2,0.74,,,AHR data,
14,2007,2007 Annual,Air Pollution,Iowa,24.0,10.6,-0.59,,,AHR data,
15,2007,2007 Annual,Air Pollution,Kansas,20.0,10.3,-0.7,,,AHR data,
16,2007,2007 Annual,Air Pollution,Kentucky,41.0,13.6,0.52,,,AHR data,
17,2007,2007 Annual,Air Pollution,Louisiana,31.0,12.2,0.0,,,AHR data,
18,2007,2007 Annual,Air Pollution,Maine,19.0,9.9,-0.85,,,AHR data,
19,2007,2007 Annual,Air Pollution,Maryland,37.0,13.0,0.3,,,AHR data,
20,2007,2007 Annual,Air Pollution,Massachusetts,23.0,10.5,-0.63,,,AHR data,
21,2007,2007 Annual,Air Pollution,Michigan,36.0,12.9,0.26,,,AHR data,
22,2007,2007 Annual,Air Pollution,Minnesota,11.0,8.5,-1.37,,,AHR data,
23,2007,2007 Annual,Air Pollution,Mississippi,30.0,12.0,-0.07,,,AHR data,
24,2007,2007 Annual,Air Pollution,Missouri,31.0,12.2,0.0,,,AHR data,
25,2007,2007 Annual,Air Pollution,Montana,10.0,8.1,-1.52,,,AHR data,
26,2007,2007 Annual,Air Pollution,Nebraska,9.0,8.0,-1.56,,,AHR data,
27,2007,2007 Annual,Air Pollution,Nevada,13.0,9.0,-1.19,,,AHR data,
28,2007,2007 Annual,Air Pollution,New Hampshire,14.0,9.1,-1.15,,,AHR data,
29,2007,2007 Annual,Air Pollution,New Jersey,33.0,12.5,0.11,,,AHR data,
30,2007,2007 Annual,Air Pollution,New Mexico,4.0,6.9,-1.96,,,AHR data,
31,2007,2007 Annual,Air Pollution,New York,28.0,11.8,-0.15,,,AHR data,
32,2007,2007 Annual,Air Pollution,North Carolina,37.0,13.0,0.3,,,AHR data,
33,2007,2007 Annual,Air Pollution,North Dakota,3.0,5.5,-2.0,,,AHR data,
34,2007,2007 Annual,Air Pollution,Ohio,43.0,13.9,0.63,,,AHR data,
35,2007,2007 Annual,Air Pollution,Oklahoma,18.0,9.8,-0.89,,,AHR data,
36,2007,2007 Annual,Air Pollution,Oregon,12.0,8.8,-1.26,,,AHR data,
37,2007,2007 Annual,Air Pollution,Pennsylvania,46.0,14.3,0.78,,,AHR data,
38,2007,2007 Annual,Air Pollution,Rhode Island,22.0,10.4,-0.67,,,AHR data,
39,2007,2007 Annual,Air Pollution,South Carolina,39.0,13.1,0.33,,,AHR data,
40,2007,2007 Annual,Air Pollution,South Dakota,7.0,7.7,-1.67,,,AHR data,
41,2007,2007 Annual,Air Pollution,Tennessee,40.0,13.3,0.41,,,AHR data,
42,2007,2007 Annual,Air Pollution,Texas,26.0,11.2,-0.37,,,AHR data,
43,2007,2007 Annual,Air Pollution,Utah,27.0,11.6,-0.22,,,AHR data,
44,2007,2007 Annual,Air Pollution,Vermont,14.0,9.1,-1.15,,,AHR data,
45,2007,2007 Annual,Air Pollution,Virginia,34.0,12.6,0.15,,,AHR data,
46,2007,2007 Annual,Air Pollution,Washington,17.0,9.6,-0.96,,,AHR data,
47,2007,2007 Annual,Air Pollution,West Virginia,42.0,13.8,0.59,,,AHR data,
48,2007,2007 Annual,Air Pollution,Wisconsin,25.0,10.7,-0.56,,,AHR data,
49,2007,2007 Annual,Air Pollution,Wyoming,2.0,5.3,-2.0,,,AHR data,
50,2007,2007 Annual,Air Pollution,United States,,12.2,,,,AHR data,
51,2007,2007 Annual,Air Pollution,District of Columbia,,11.4,,,,AHR data,
52,2007,2007 Annual,All Determinants,District of Columbia,,,,,,AHR data,
53,2007,2007 Annual,All Determinants,Alaska,39.0,-0.282,,,,AHR data,
54,2007,2007 Annual,All Determinants,Arizona,35.0,-0.188,,,,AHR data,
55,2007,2007 Annual,All Determinants,Arkansas,48.0,-0.522,,,,AHR data,
56,2007,2007 Annual,All Determinants,California,20.0,0.196,,,,AHR data,
57,2007,2007 Annual,All Determinants,Colorado,16.0,0.27699999999999997,,,,AHR data,
58,2007,2007 Annual,All Determinants,Alabama,40.0,-0.322,,,,AHR data,
59,2007,2007 Annual,All Determinants,Connecticut,2.0,0.637,,,,AHR data,
60,2007,2007 Annual,All Determinants,Delaware,29.0,0.034,,,,AHR data,
61,2007,2007 Annual,All Determinants,Florida,36.0,-0.23800000000000002,,,,AHR data,
62,2007,2007 Annual,All Determinants,Georgia,38.0,-0.264,,,,AHR data,
63,2007,2007 Annual,All Determinants,Hawaii,7.0,0.493,,,,AHR data,
64,2007,2007 Annual,All Determinants,Idaho,13.0,0.3,,,,AHR data,
65,2007,2007 Annual,All Determinants,Illinois,26.0,0.07400000000000001,,,,AHR data,
66,2007,2007 Annual,All Determinants,Indiana,33.0,-0.1,,,,AHR data,
67,2007,2007 Annual,All Determinants,Iowa,15.0,0.278,,,,AHR data,
68,2007,2007 Annual,All Determinants,Kansas,28.0,0.061,,,,AHR data,
69,2007,2007 Annual,All Determinants,Kentucky,41.0,-0.325,,,,AHR data,
70,2007,2007 Annual,All Determinants,Louisiana,49.0,-0.598,,,,AHR data,
71,2007,2007 Annual,All Determinants,Maine,9.0,0.447,,,,AHR data,
72,2007,2007 Annual,All Determinants,Maryland,23.0,0.153,,,,AHR data,
73,2007,2007 Annual,All Determinants,Massachusetts,4.0,0.552,,,,AHR data,
74,2007,2007 Annual,All Determinants,Michigan,32.0,-0.05,,,,AHR data,
75,2007,2007 Annual,All Determinants,Minnesota,5.0,0.551,,,,AHR data,
76,2007,2007 Annual,All Determinants,Mississippi,50.0,-0.665,,,,AHR data,
77,2007,2007 Annual,All Determinants,Missouri,31.0,0.005,,,,AHR data,
78,2007,2007 Annual,All Determinants,Montana,22.0,0.16899999999999998,,,,AHR data,
79,2007,2007 Annual,All Determinants,Nebraska,14.0,0.299,,,,AHR data,
80,2007,2007 Annual,All Determinants,Nevada,46.0,-0.384,,,,AHR data,
81,2007,2007 Annual,All Determinants,New Hampshire,3.0,0.574,,,,AHR data,
82,2007,2007 Annual,All Determinants,New Jersey,19.0,0.203,,,,AHR data,
83,2007,2007 Annual,All Determinants,New Mexico,43.0,-0.337,,,,AHR data,
84,2007,2007 Annual,All Determinants,New York,30.0,0.016,,,,AHR data,
85,2007,2007 Annual,All Determinants,North Carolina,34.0,-0.102,,,,AHR data,
86,2007,2007 Annual,All Determinants,North Dakota,12.0,0.32899999999999996,,,,AHR data,
87,2007,2007 Annual,All Determinants,Ohio,25.0,0.085,,,,AHR data,
88,2007,2007 Annual,All Determinants,Oklahoma,47.0,-0.45,,,,AHR data,
89,2007,2007 Annual,All Determinants,Oregon,21.0,0.175,,,,AHR data,
90,2007,2007 Annual,All Determinants,Pennsylvania,24.0,0.139,,,,AHR data,
91,2007,2007 Annual,All Determinants,Rhode Island,8.0,0.46,,,,AHR data,
92,2007,2007 Annual,All Determinants,South Carolina,41.0,-0.325,,,,AHR data,
93,2007,2007 Annual,All Determinants,South Dakota,17.0,0.261,,,,AHR data,
94,2007,2007 Annual,All Determinants,Tennessee,44.0,-0.33899999999999997,,,,AHR data,
95,2007,2007 Annual,All Determinants,Texas,37.0,-0.263,,,,AHR data,
96,2007,2007 Annual,All Determinants,United States,,,,,,AHR data,
97,2007,2007 Annual,All Determinants,Utah,6.0,0.516,,,,AHR data,
98,2007,2007 Annual,All Determinants,Vermont,1.0,0.8190000000000001,,,,AHR data,
99,2007,2007 Annual,All Determinants,Virginia,18.0,0.247,,,,AHR data,
100,2007,2007 Annual,All Determinants,Washington,11.0,0.33,,,,AHR data,
101,2007,2007 Annual,All Determinants,West Virginia,45.0,-0.348,,,,AHR data,
102,2007,2007 Annual,All Determinants,Wisconsin,10.0,0.389,,,,AHR data,
103,2007,2007 Annual,All Determinants,Wyoming,27.0,0.071,,,,AHR data,
104,2007,2007 Annual,All Outcomes,Alaska,17.0,0.157,,,,AHR data,
105,2007,2007 Annual,All Outcomes,Arizona,21.0,0.132,,,,AHR data,
106,2007,2007 Annual,All Outcomes,Arkansas,44.0,-0.341,,,,AHR data,
107,2007,2007 Annual,All Outcomes,California,27.0,0.073,,,,AHR data,
108,2007,2007 Annual,All Outcomes,Colorado,4.0,0.308,,,,AHR data,
109,2007,2007 Annual,All Outcomes,Connecticut,7.0,0.284,,,,AHR data,
110,2007,2007 Annual,All Outcomes,Delaware,38.0,-0.135,,,,AHR data,
111,2007,2007 Annual,All Outcomes,Florida,31.0,0.044000000000000004,,,,AHR data,
112,2007,2007 Annual,All Outcomes,Georgia,36.0,-0.1,,,,AHR data,
113,2007,2007 Annual,All Outcomes,Hawaii,2.0,0.401,,,,AHR data,
114,2007,2007 Annual,All Outcomes,Idaho,16.0,0.168,,,,AHR data,
115,2007,2007 Annual,All Outcomes,Illinois,32.0,0.025,,,,AHR data,
116,2007,2007 Annual,All Outcomes,Indiana,39.0,-0.147,,,,AHR data,
117,2007,2007 Annual,All Outcomes,Iowa,6.0,0.297,,,,AHR data,
118,2007,2007 Annual,All Outcomes,Kansas,23.0,0.125,,,,AHR data,
119,2007,2007 Annual,All Outcomes,Kentucky,46.0,-0.39899999999999997,,,,AHR data,
120,2007,2007 Annual,All Outcomes,Louisiana,43.0,-0.268,,,,AHR data,
121,2007,2007 Annual,All Outcomes,Maine,25.0,0.098,,,,AHR data,
122,2007,2007 Annual,All Outcomes,Maryland,29.0,0.063,,,,AHR data,
123,2007,2007 Annual,All Outcomes,Alabama,47.0,-0.424,,,,AHR data,
124,2007,2007 Annual,All Outcomes,Massachusetts,11.0,0.23,,,,AHR data,
125,2007,2007 Annual,All Outcomes,Michigan,35.0,-0.086,,,,AHR data,
126,2007,2007 Annual,All Outcomes,Minnesota,1.0,0.42200000000000004,,,,AHR data,
127,2007,2007 Annual,All Outcomes,Mississippi,50.0,-0.47200000000000003,,,,AHR data,
128,2007,2007 Annual,All Outcomes,Missouri,42.0,-0.21100000000000002,,,,AHR data,
129,2007,2007 Annual,All Outcomes,Montana,15.0,0.172,,,,AHR data,
130,2007,2007 Annual,All Outcomes,Nebraska,9.0,0.252,,,,AHR data,
131,2007,2007 Annual,All Outcomes,Nevada,34.0,-0.083,,,,AHR data,
132,2007,2007 Annual,All Outcomes,New Hampshire,10.0,0.24100000000000002,,,,AHR data,
133,2007,2007 Annual,All Outcomes,New Jersey,18.0,0.14300000000000002,,,,AHR data,
134,2007,2007 Annual,All Outcomes,New Mexico,24.0,0.1,,,,AHR data,
135,2007,2007 Annual,All Outcomes,New York,20.0,0.141,,,,AHR data,
136,2007,2007 Annual,All Outcomes,North Carolina,37.0,-0.126,,,,AHR data,
137,2007,2007 Annual,All Outcomes,North Dakota,3.0,0.33399999999999996,,,,AHR data,
138,2007,2007 Annual,All Outcomes,Ohio,41.0,-0.192,,,,AHR data,
139,2007,2007 Annual,All Outcomes,District of Columbia,,,,3.1,2.5,AHR data,
140,2007,2007 Annual,All Outcomes,Oklahoma,48.0,-0.433,,,,AHR data,
141,2007,2007 Annual,All Outcomes,Oregon,22.0,0.127,,,,AHR data,
142,2007,2007 Annual,All Outcomes,Pennsylvania,33.0,-0.03,,,,AHR data,
143,2007,2007 Annual,All Outcomes,Rhode Island,26.0,0.09,,,,AHR data,
144,2007,2007 Annual,All Outcomes,South Carolina,40.0,-0.165,,,,AHR data,
145,2007,2007 Annual,All Outcomes,South Dakota,12.0,0.217,,,,AHR data,
146,2007,2007 Annual,All Outcomes,Tennessee,45.0,-0.35600000000000004,,,,AHR data,
147,2007,2007 Annual,All Outcomes,Texas,28.0,0.065,,,,AHR data,
148,2007,2007 Annual,All Outcomes,United States,,,,,,AHR data,
149,2007,2007 Annual,All Outcomes,Utah,5.0,0.305,,,,AHR data,
150,2007,2007 Annual,All Outcomes,Vermont,8.0,0.263,,,,AHR data,
151,2007,2007 Annual,All Outcomes,Virginia,30.0,0.062,,,,AHR data,
152,2007,2007 Annual,All Outcomes,Washington,13.0,0.18,,,,AHR data,
153,2007,2007 Annual,All Outcomes,West Virginia,49.0,-0.45799999999999996,,,,AHR data,
154,2007,2007 Annual,All Outcomes,Wisconsin,14.0,0.179,,,,AHR data,
155,2007,2007 Annual,All Outcomes,Wyoming,19.0,0.142,,,,AHR data,
156,2007,2007 Annual,Binge Drinking,Alabama,8.0,11.8,-1.03,13.4,10.2,AHR data,
157,2007,2007 Annual,Binge Drinking,Alaska,41.0,17.0,0.76,19.3,14.7,AHR data,
158,2007,2007 Annual,Binge Drinking,Arizona,26.0,15.0,0.07,17.2,12.8,AHR data,
159,2007,2007 Annual,Binge Drinking,Arkansas,7.0,10.8,-1.38,12.1,9.5,AHR data,
160,2007,2007 Annual,Binge Drinking,California,22.0,14.3,-0.17,15.6,13.0,AHR data,
161,2007,2007 Annual,Binge Drinking,Colorado,39.0,16.8,0.69,18.3,15.3,AHR data,
162,2007,2007 Annual,Binge Drinking,Connecticut,25.0,14.9,0.03,16.5,13.2,AHR data,
163,2007,2007 Annual,Binge Drinking,Delaware,36.0,16.5,0.59,18.4,14.6,AHR data,
164,2007,2007 Annual,Binge Drinking,Florida,17.0,13.4,-0.48,14.7,12.1,AHR data,
165,2007,2007 Annual,Binge Drinking,Georgia,10.0,12.1,-0.93,13.5,10.7,AHR data,
166,2007,2007 Annual,Binge Drinking,Hawaii,29.0,15.3,0.17,16.7,13.9,AHR data,
167,2007,2007 Annual,Binge Drinking,Idaho,14.0,13.0,-0.62,14.5,11.5,AHR data,
168,2007,2007 Annual,Binge Drinking,Illinois,43.0,17.1,0.79,18.6,15.6,AHR data,
169,2007,2007 Annual,Binge Drinking,Indiana,23.0,14.4,-0.14,15.6,13.2,AHR data,
170,2007,2007 Annual,Binge Drinking,Iowa,47.0,18.8,1.38,20.3,17.3,AHR data,
171,2007,2007 Annual,Binge Drinking,Kansas,12.0,12.7,-0.72,13.7,11.7,AHR data,
